country,cause,deaths,pct_of_total_deaths,deaths_per_100K
Antigua and Barb.,Chronic respiratory diseases,11.78372488,0.020919229,13.24648775
Canada,Neglected tropical diseases and malaria,4.049664455,1.45E-05,0.011254408
eSwatini,HIV/AIDS and sexually transmitted infections,2534.449237,0.250924131,225.3974649
eSwatini,Respiratory infections and tuberculosis,1198.686748,0.118328175,106.6034191
eSwatini,Enteric infections,550.4910127,0.054377912,48.95709763
Rwanda,HIV/AIDS and sexually transmitted infections,3176.844613,0.046645821,25.30508983
Iraq,Chronic respiratory diseases,2131.786487,0.014010784,4.922789462
Iraq,Self-harm and interpersonal violence,37697.23784,0.247875234,87.05166598
United States of America,Nutritional deficiencies,4904.562987,0.001716297,1.509844146
Sao Tome and Principe,Substance use disorders,4.16488971,0.003954218,2.080302369
Sao Tome and Principe,Diabetes and kidney diseases,59.36594988,0.056386511,29.65243615
Belgium,Cardiovascular diseases,32194.21642,0.29566276,284.4160078
Belgium,Unintentional injuries,3676.107899,0.033760536,32.47614166
Hungary,Cardiovascular diseases,57211.68305,0.46881551,588.1519604
Hungary,Chronic respiratory diseases,5457.343945,0.044719585,56.10300849
Iraq,Cardiovascular diseases,43072.47671,0.283097528,99.46433931
Sao Tome and Principe,Neglected tropical diseases and malaria,7.619663215,0.007233978,3.805911931
Sao Tome and Principe,Digestive diseases,98.90981693,0.093924853,49.40402768
Sao Tome and Principe,Neurological disorders,34.47578572,0.032755019,17.22015797
Poland,Nutritional deficiencies,97.87944146,0.000248191,0.254940449
Namibia,Musculoskeletal disorders,24.44682724,0.001437186,1.03874232
Namibia,Other non-communicable diseases,240.4127961,0.014151163,10.21510657
Namibia,Skin and subcutaneous diseases,45.3615117,0.002670608,1.927404379
Andorra,HIV/AIDS and sexually transmitted infections,0.487228492,0.000872205,0.609294553
Andorra,Respiratory infections and tuberculosis,31.35323619,0.056035024,39.20820795
Andorra,Enteric infections,1.12838365,0.002016464,1.411079243
Andorra,Other infectious diseases,1.0687056,0.001909822,1.336449965
Andorra,Maternal and neonatal disorders,0.468172045,0.000838095,0.585463867
Singapore,Transport injuries,208.17937,0.010491798,3.738530719
Zambia,Transport injuries,2308.062294,0.019495552,13.29215965
Zambia,Unintentional injuries,3173.721485,0.02679405,18.27750178
Bermuda,Respiratory infections and tuberculosis,16.82429161,0.031966874,25.53542855
Bermuda,Enteric infections,0.48571698,0.00092291,0.737207338
Bermuda,Other infectious diseases,0.899751546,0.001709154,1.36561716
Bermuda,Maternal and neonatal disorders,1.313058615,0.002492794,1.992922806
Bermuda,Substance use disorders,2.551487588,0.004848904,3.872574877
Bermuda,Diabetes and kidney diseases,36.55723352,0.06946168,55.48552333
Peru,Nutritional deficiencies,718.5189167,0.005069186,2.162935931
Fiji,Neoplasms,739.0629868,0.101872113,81.48984558
Fiji,Musculoskeletal disorders,6.193783175,0.000853818,0.682932908
Fiji,Other non-communicable diseases,175.5956622,0.024226992,19.36135844
Netherlands,Neoplasms,51853.54545,0.34098657,304.4996676
Maldives,Self-harm and interpersonal violence,19.18453671,0.01668875,4.183275208
American Samoa,Chronic respiratory diseases,16.87516912,0.051444474,30.33423484
Guam,Self-harm and interpersonal violence,42.68467357,0.034093118,25.43225733
Australia,Neurological disorders,21241.44894,0.124333961,88.71643736
Australia,Mental disorders,3.40422817,1.99E-05,0.014218003
Peru,Digestive diseases,9227.468633,0.0650697,27.77717189
Papua New Guinea,Unintentional injuries,4182.394438,0.049237364,45.32507651
Papua New Guinea,Self-harm and interpersonal violence,3018.773733,0.035519304,32.71478873
Pakistan,Cardiovascular diseases,381421.3111,0.269282322,177.9951762
Qatar,Neoplasms,659.5052573,0.176137161,24.00548401
Qatar,Musculoskeletal disorders,3.500296482,0.000934793,0.127408099
Vietnam,Cardiovascular diseases,201137.2983,0.331771072,209.2113236
Vietnam,Chronic respiratory diseases,35945.5034,0.059299623,37.38842277
Greenland,Chronic respiratory diseases,28.04002323,0.062491503,49.93297123
Greenland,Digestive diseases,21.07105986,0.046961948,37.52281577
Antigua and Barb.,Self-harm and interpersonal violence,7.403227378,0.013141551,8.322220845
Peru,Musculoskeletal disorders,188.686525,0.001331611,0.567997383
Peru,Other non-communicable diseases,3986.211776,0.028147279,11.99957368
Peru,Skin and subcutaneous diseases,224.0793172,0.001580943,0.674539243
Malta,Self-harm and interpersonal violence,32.09846345,0.008042418,7.38791872
Austria,Digestive diseases,3227.180637,0.039658488,36.70117824
Fiji,Skin and subcutaneous diseases,28.55032371,0.003935547,3.147988077
Fiji,Transport injuries,90.74130402,0.012509397,10.00522957
Fiji,Unintentional injuries,196.0184449,0.027028357,21.61319549
Australia,Neglected tropical diseases and malaria,3.413432376,2.00E-05,0.014256446
Ecuador,Neoplasms,16097.24087,0.184237185,96.47044387
Guatemala,Musculoskeletal disorders,192.7656546,0.00216408,1.138993648
Guatemala,Other non-communicable diseases,2408.252844,0.026999715,14.22963389
Singapore,Neurological disorders,1872.709452,0.094399684,33.63052646
Singapore,Mental disorders,0.057481323,2.90E-06,0.001032262
Burundi,Digestive diseases,3412.164885,0.041689133,31.28872578
Burundi,Neurological disorders,1122.259647,0.013713841,10.29084922
Burundi,Mental disorders,0.021784024,2.67E-07,0.000199754
Algeria,Self-harm and interpersonal violence,2295.927077,0.013672264,5.674041628
Bosnia and Herz.,Self-harm and interpersonal violence,394.7290698,0.010664237,11.61227605
Bulgaria,Nutritional deficiencies,9.935260278,9.23E-05,0.140878931
Bosnia and Herz.,Cardiovascular diseases,18107.31869,0.489249177,532.6873524
Bosnia and Herz.,Unintentional injuries,455.292257,0.012300821,13.3939448
Guam,Chronic respiratory diseases,56.19331449,0.044888043,33.48093624
eSwatini,Other infectious diseases,127.3856485,0.012572557,11.32885276
eSwatini,Maternal and neonatal disorders,394.6164223,0.039045345,35.09462328
eSwatini,Substance use disorders,42.83722352,0.004223663,3.809664618
eSwatini,Diabetes and kidney diseases,796.8979997,0.078625349,70.8709357
Rwanda,Respiratory infections and tuberculosis,11077.82851,0.162309427,88.24021311
Rwanda,Enteric infections,4250.270395,0.06223384,33.85544062
Rwanda,Other infectious diseases,2409.287007,0.035275987,19.19112565
Rwanda,Maternal and neonatal disorders,6654.217525,0.097546743,53.00403158
Seychelles,Cardiovascular diseases,236.0210851,0.309515,233.8992766
Belgium,Chronic respiratory diseases,6804.251844,0.062485845,60.1113604
Zimbabwe,Self-harm and interpersonal violence,3838.042085,0.03262067,26.08472315
Belgium,Digestive diseases,5111.162188,0.046936081,45.15395953
Saudi Arabia,Neglected tropical diseases and malaria,25.79948766,0.000272339,0.074902588
Solomon Is.,Nutritional deficiencies,22.86720281,0.00553838,3.586411805
Solomon Is.,Neoplasms,383.8853474,0.092891025,60.20723012
Saudi Arabia,Nutritional deficiencies,48.94313194,0.000517921,0.142094576
Austria,HIV/AIDS and sexually transmitted infections,40.39221885,0.000496644,0.45936134
Austria,Respiratory infections and tuberculosis,1014.444503,0.012467145,11.536791
Austria,Enteric infections,102.4953889,0.001259672,1.16563092
Austria,Other infectious diseases,120.4079421,0.001479717,1.3693418
Austria,Maternal and neonatal disorders,131.6916262,0.001619091,1.49766573
Austria,Substance use disorders,667.7992304,0.00820605,7.594560496
Austria,Diabetes and kidney diseases,4813.021406,0.059149983,54.73618503
Kiribati,Musculoskeletal disorders,0.442768032,0.000438362,0.374463758
Bosnia and Herz.,HIV/AIDS and sexually transmitted infections,2.346637186,6.34E-05,0.069034183
Bosnia and Herz.,Respiratory infections and tuberculosis,494.4135681,0.01335792,14.54482904
Bosnia and Herz.,Enteric infections,11.40174623,0.000308198,0.335420507
Bosnia and Herz.,Other infectious diseases,57.38665059,0.001550644,1.688220299
Iraq,Substance use disorders,599.720984,0.003941711,1.384894856
Iraq,Diabetes and kidney diseases,8992.799148,0.059104963,20.7664591
Jordan,Chronic respiratory diseases,729.9303101,0.02652888,6.854794913
Qatar,Other non-communicable diseases,124.6214004,0.033381188,4.536123102
Qatar,Skin and subcutaneous diseases,8.401017556,0.00224325,0.305790576
Qatar,Transport injuries,610.4452739,0.162746541,22.21973835
Botswana,Neurological disorders,403.9148554,0.0283739,17.70125538
Botswana,Mental disorders,0.051402012,3.60E-06,0.002252653
Macedonia,Cardiovascular diseases,10517.91849,0.550378515,483.6206363
Macedonia,Unintentional injuries,241.441539,0.012633226,11.10163677
Canada,Substance use disorders,3339.417108,0.011950684,9.280562374
Canada,Diabetes and kidney diseases,13049.08526,0.046704584,36.26466708
Senegal,Cardiovascular diseases,14794.16671,0.168977935,100.7225803
eSwatini,Cardiovascular diseases,1464.933219,0.144509237,130.2816522
eSwatini,Chronic respiratory diseases,324.3015845,0.03200745,28.841278
Antigua and Barb.,HIV/AIDS and sexually transmitted infections,7.792987693,0.013841751,8.760363732
Samoa,Unintentional injuries,33.63617189,0.03102922,16.9095342
Spain,HIV/AIDS and sexually transmitted infections,730.6301023,0.001754828,1.575000006
Spain,Respiratory infections and tuberculosis,13347.07428,0.032045599,28.77193535
Spain,Enteric infections,959.9628827,0.002304794,2.069366621
Spain,Other infectious diseases,795.7015151,0.001910242,1.715272731
Spain,Maternal and neonatal disorders,614.6023707,0.001476168,1.324882091
Sweden,Cardiovascular diseases,34163.54774,0.371588595,340.105124
Marshall Is.,Other infectious diseases,6.667895097,0.016081861,11.84126865
Marshall Is.,Maternal and neonatal disorders,14.49379856,0.034941362,25.73900159
Micronesia,Cardiovascular diseases,265.2575521,0.354960645,255.2361832
Fiji,Chronic respiratory diseases,378.1506323,0.052143319,41.69527792
Gabon,Nutritional deficiencies,78.7198846,0.007069791,4.623184873
Poland,Neoplasms,109265.9263,0.277069435,284.5981128
Poland,Musculoskeletal disorders,518.1779823,0.00131396,1.349665727
Poland,Other non-communicable diseases,2976.969919,0.007549459,7.753927041
St. Vin. and Gren.,Musculoskeletal disorders,2.346516197,0.002334303,2.056333673
St. Vin. and Gren.,Other non-communicable diseases,26.88095103,0.026740385,23.55671137
St. Vin. and Gren.,Skin and subcutaneous diseases,6.825778425,0.006790751,5.981666796
St. Vin. and Gren.,Transport injuries,12.72419531,0.012657289,11.15065445
Zimbabwe,Chronic respiratory diseases,3411.960571,0.029001002,23.18891896
Zimbabwe,Digestive diseases,3387.438086,0.02879123,23.02225528
Kiribati,Nutritional deficiencies,16.75892097,0.016614103,14.17358093
Colombia,Digestive diseases,10846.83526,0.046305302,21.43382522
Singapore,Other infectious diseases,54.23812896,0.002733418,0.974020198
Singapore,Maternal and neonatal disorders,30.756244,0.001550786,0.552327366
Singapore,Substance use disorders,29.37425155,0.001480394,0.527509243
Singapore,Diabetes and kidney diseases,749.5297045,0.03777802,13.46021858
Austria,Cardiovascular diseases,31386.13993,0.385724825,356.9395225
Austria,Chronic respiratory diseases,3383.093447,0.041576179,38.47429987
Bulgaria,Self-harm and interpersonal violence,1177.470354,0.010940726,16.69616698
Jordan,Digestive diseases,821.7267015,0.029867488,7.71685726
Ecuador,Unintentional injuries,3305.317038,0.037824649,19.80869916
Peru,Neglected tropical diseases and malaria,116.9408413,0.000824888,0.352023505
Netherlands,Transport injuries,898.3870494,0.00590803,5.275599875
Bahamas,Cardiovascular diseases,800.5665904,0.318038769,213.2339295
Zimbabwe,HIV/AIDS and sexually transmitted infections,16391.2415,0.13950054,111.4008099
Zimbabwe,Respiratory infections and tuberculosis,24425.98735,0.207613683,166.0078508
Zimbabwe,Enteric infections,4769.227918,0.040541663,32.4133991
Zimbabwe,Other infectious diseases,2777.513937,0.023616484,18.87699001
Zimbabwe,Maternal and neonatal disorders,9592.614216,0.081523521,65.19487816
Zimbabwe,Substance use disorders,332.9942891,0.002829862,2.263149712
Zimbabwe,Diabetes and kidney diseases,4490.413477,0.038168773,30.51847525
Antigua and Barb.,Cardiovascular diseases,186.7772059,0.331572157,209.9626388
Netherlands,Unintentional injuries,4418.906644,0.029061572,25.94915338
Solomon Is.,Musculoskeletal disorders,7.748472308,0.001873517,1.215243193
Solomon Is.,Other non-communicable diseases,122.3715069,0.029618807,19.19231751
Solomon Is.,Skin and subcutaneous diseases,11.28282966,0.002730051,1.769559392
Suriname,Neglected tropical diseases and malaria,18.86054691,0.00438642,3.294630673
American Samoa,Digestive diseases,11.91401,0.03632366,21.41622254
American Samoa,Neurological disorders,11.21648367,0.034214605,20.16237272
Cyprus,Neoplasms,2058.320021,0.265975566,163.0181858
Zimbabwe,Neurological disorders,1975.792921,0.016797857,13.42820381
Botswana,Substance use disorders,52.07260093,0.003657013,2.282041364
Botswana,Diabetes and kidney diseases,932.7058618,0.065496517,40.87511127
Croatia,Neoplasms,13548.78827,0.264562377,316.8939661
Costa Rica,Cardiovascular diseases,6852.094741,0.290941937,147.2386491
Costa Rica,Unintentional injuries,805.4780334,0.034200672,17.30821041
Honduras,Mental disorders,0.277427853,6.22E-06,0.002920658
Seychelles,Chronic respiratory diseases,26.81281912,0.035163588,26.57177427
Seychelles,Self-harm and interpersonal violence,15.2286797,0.019970343,15.09177523
Bahrain,Cardiovascular diseases,961.3790588,0.289014632,65.38335849
St. Vin. and Gren.,Cardiovascular diseases,348.0821103,0.346304046,305.0364474
St. Vin. and Gren.,Unintentional injuries,31.44766549,0.031285407,27.55868192
Poland,Skin and subcutaneous diseases,192.9399389,0.000488999,0.502538571
Poland,Transport injuries,4387.577146,0.011125514,11.42804731
Romania,Neglected tropical diseases and malaria,11.665132,4.47E-05,0.060025072
Kiribati,Other non-communicable diseases,44.33979155,0.043946712,37.49964721
Kiribati,Skin and subcutaneous diseases,2.842453358,0.002815956,2.403958034
Romania,Nutritional deficiencies,81.53602853,0.000312271,0.41955856
Benin,Nutritional deficiencies,1375.010804,0.016978572,11.86858093
Saudi Arabia,Musculoskeletal disorders,127.5144855,0.001347277,0.370207545
Saudi Arabia,Other non-communicable diseases,2966.153161,0.031354668,8.611510101
United States of America,Digestive diseases,114419.1272,0.040038578,35.2233318
United States of America,Neurological disorders,309200.8079,0.108200722,95.18585671
United States of America,Mental disorders,41.57313416,1.45E-05,0.012798073
Senegal,Chronic respiratory diseases,2852.204106,0.03257778,19.41855616
Senegal,Digestive diseases,3747.113518,0.042790051,25.51133495
Honduras,Musculoskeletal disorders,192.0271017,0.004315109,2.021590157
Chile,Transport injuries,2449.349012,0.021799768,13.66958869
Chile,Unintentional injuries,3016.824531,0.026857594,16.8366167
Sweden,Chronic respiratory diseases,4517.869732,0.049138703,44.97631971
Sweden,Self-harm and interpersonal violence,1517.488577,0.016503612,15.10690999
Fiji,Digestive diseases,169.0392732,0.023304969,18.63844425
Fiji,Neurological disorders,180.8684703,0.024946283,19.94274368
Belgium,HIV/AIDS and sexually transmitted infections,67.16117956,0.000617069,0.59332752
Belgium,Respiratory infections and tuberculosis,5764.049284,0.052934678,50.92181357
Belgium,Enteric infections,702.6937938,0.006452736,6.207865444
Belgium,Other infectious diseases,324.0969004,0.002976191,2.863195841
Belgium,Maternal and neonatal disorders,188.2706305,0.001729591,1.66325468
Angola,Neglected tropical diseases and malaria,9990.554939,0.054172424,35.42461224
Bulgaria,Neoplasms,18734.24534,0.174072454,265.6458291
Burundi,HIV/AIDS and sexually transmitted infections,2763.617436,0.033812666,25.34170271
Burundi,Respiratory infections and tuberculosis,16598.32569,0.202642033,152.2026275
Burundi,Enteric infections,5903.802693,0.072044493,54.13644116
Burundi,Other infectious diseases,3750.269917,0.045767687,34.38906705
Burundi,Maternal and neonatal disorders,8546.415553,0.104210009,78.36856121
