country,cause,deaths,pct_of_total_deaths,deaths_per_100K
Eritrea,Self-harm and interpersonal violence,1226.061412,0.029355705,20.92494573
Ethiopia,Nutritional deficiencies,12681.27577,0.023611385,12.3258071
Papua New Guinea,HIV/AIDS and sexually transmitted infections,2344.317183,0.027564997,25.40562763
Papua New Guinea,Respiratory infections and tuberculosis,6699.790313,0.078971916,72.60637729
Papua New Guinea,Enteric infections,3512.992211,0.041421939,38.07068967
Papua New Guinea,Other infectious diseases,2135.933669,0.025171354,23.14735217
Papua New Guinea,Maternal and neonatal disorders,5565.362041,0.065597375,60.31245117
Spain,Neurological disorders,60242.6735,0.144637269,129.8635395
Spain,Mental disorders,2.942021599,7.06E-06,0.006342038
Iraq,Musculoskeletal disorders,127.1151333,0.000835422,0.293538327
Iraq,Other non-communicable diseases,7575.918003,0.049718537,17.49455189
Belgium,Nutritional deficiencies,269.5527988,0.002475617,2.381332409
Azerbaijan,Transport injuries,677.0164373,0.008965156,6.62117433
Azerbaijan,Unintentional injuries,1614.820806,0.021381241,15.79283675
Micronesia,Neoplasms,88.52291135,0.118440738,85.17853627
France,Mental disorders,14.670099,2.53E-05,0.022324637
France,Respiratory infections and tuberculosis,21770.93915,0.037591843,33.13054026
France,Enteric infections,1241.771204,0.00214409,1.889700328
France,Other infectious diseases,1392.654557,0.002404461,2.119311324
France,Maternal and neonatal disorders,1285.859337,0.002221032,1.956792688
Mexico,Nutritional deficiencies,6198.598158,0.008714293,4.897378425
Brazil,Skin and subcutaneous diseases,6811.429632,0.005048639,3.215779506
Brazil,Transport injuries,48059.82191,0.035622335,22.68977274
Georgia,Nutritional deficiencies,11.66032002,0.0002306,0.315884677
Belgium,Neoplasms,30781.95843,0.282673533,271.9395812
Belgium,Musculoskeletal disorders,314.0330479,0.002883833,2.774287923
Belgium,Other non-communicable diseases,1873.475149,0.017205472,16.55099524
Chad,Other infectious diseases,9076.076552,0.061840768,59.62439583
Chad,Maternal and neonatal disorders,19912.58799,0.135585892,130.8137962
Chad,Substance use disorders,197.7398854,0.001350621,1.299032807
Chad,Diabetes and kidney diseases,3012.50726,0.020576636,19.79037134
Belarus,Skin and subcutaneous diseases,20.05723468,0.000165892,0.21132811
Belarus,Transport injuries,1086.136238,0.008980135,11.4438068
Belarus,Unintentional injuries,3941.151024,0.032586002,41.52496648
Belize,Substance use disorders,13.61130594,0.007261404,3.44626287
Dominican Rep.,Digestive diseases,2499.916555,0.037258917,23.91864167
Dominican Rep.,Neurological disorders,3657.959363,0.054578891,34.99853588
Dominican Rep.,Mental disorders,1.418739983,2.12E-05,0.013574186
Libya,Other non-communicable diseases,690.3315104,0.020047101,9.99214827
Libya,Skin and subcutaneous diseases,31.68308006,0.000917734,0.45859421
Libya,Transport injuries,2303.755246,0.06686098,33.34552117
Cape Verde,Mental disorders,0.004704125,1.57E-06,0.000861868
Cape Verde,HIV/AIDS and sexually transmitted infections,128.5590738,0.04277788,23.55399225
Cape Verde,Respiratory infections and tuberculosis,305.3801172,0.101760216,55.95031687
Cape Verde,Enteric infections,41.33244612,0.013769269,7.572737473
Cape Verde,Other infectious diseases,33.05747243,0.011011536,6.056635495
Cape Verde,Maternal and neonatal disorders,127.747917,0.042515348,23.40537591
South Africa,Self-harm and interpersonal violence,22023.85661,0.046348932,40.07772614
eSwatini,Neoplasms,844.0296612,0.083271213,75.06251976
Jordan,Neglected tropical diseases and malaria,4.056520398,0.000147476,0.038094891
Jordan,Neurological disorders,1594.345615,0.057965752,14.97254198
Spain,Substance use disorders,1290.631006,0.003098393,2.782179157
Spain,Diabetes and kidney diseases,18902.23538,0.04538368,40.74704936
Micronesia,Skin and subcutaneous diseases,2.802556345,0.0037506,2.696676415
Micronesia,Transport injuries,17.67108227,0.023601003,17.00347288
Paraguay,Neglected tropical diseases and malaria,79.78547368,0.002439299,1.151110375
Paraguay,Nutritional deficiencies,242.127233,0.007411528,3.493307204
Belize,Diabetes and kidney diseases,210.4152841,0.112264857,53.27529807
France,Substance use disorders,5598.386817,0.009665461,8.519502926
France,Diabetes and kidney diseases,19859.65572,0.034290912,30.22199082
Dem. Rep. Congo,Neglected tropical diseases and malaria,84178.24137,0.130904252,104.0719344
Dem. Rep. Congo,Neurological disorders,9492.474183,0.014784319,11.7358136
Dem. Rep. Congo,Mental disorders,0.338085901,5.26E-07,0.000417985
Georgia,Neoplasms,7925.638816,0.156744305,214.7100471
Georgia,Musculoskeletal disorders,27.32175484,0.000540325,0.740161822
Georgia,Other non-communicable diseases,298.1979703,0.005897495,8.078352009
Andorra,Skin and subcutaneous diseases,1.536935878,0.00274626,1.921986654
Andorra,Transport injuries,3.995523131,0.007141195,4.996527339
Austria,Neglected tropical diseases and malaria,1.560588247,1.92E-05,0.017747822
Dem. Rep. Congo,Digestive diseases,24612.20339,0.03831699,30.42876134
Peru,Transport injuries,4934.227912,0.03478559,14.8533582
Belgium,Skin and subcutaneous diseases,357.3618432,0.003282,3.157071056
Belgium,Transport injuries,1101.341013,0.010113467,9.729667282
Cyprus,Neglected tropical diseases and malaria,0.222904762,2.88E-05,0.017653975
Timor-Leste,Neglected tropical diseases and malaria,4.519372452,0.000628003,0.351022935
Timor-Leste,Neurological disorders,241.9087498,0.033653216,18.78922797
Timor-Leste,Mental disorders,0.001722083,2.39E-07,0.000133755
Montenegro,Digestive diseases,156.4230816,0.02405315,24.97502811
Montenegro,Neurological disorders,418.8037417,0.064420626,66.86759468
Montenegro,Mental disorders,0.017199856,2.65E-06,0.002746186
Bolivia,Neglected tropical diseases and malaria,535.9907383,0.008039996,4.643428779
Bolivia,Digestive diseases,4077.542619,0.061175882,35.32482446
Cuba,Digestive diseases,3969.376872,0.039122501,34.89050174
Cuba,Neurological disorders,8297.166422,0.081812757,72.93142193
Austria,Nutritional deficiencies,8.687967546,0.00010677,0.09880409
Dem. Rep. Congo,HIV/AIDS and sexually transmitted infections,24087.46751,0.037464029,29.78001556
Dem. Rep. Congo,Respiratory infections and tuberculosis,112528.4429,0.175120991,139.1220882
Peru,Unintentional injuries,6285.634489,0.044334483,18.92145686
Timor-Leste,Other infectious diseases,119.4517361,0.01661045,9.277902938
Timor-Leste,Maternal and neonatal disorders,537.0749397,0.074689555,41.71499991
Timor-Leste,Substance use disorders,15.60878445,0.00216934,1.212345603
Libya,Unintentional injuries,1019.055777,0.02956762,14.75024139
Morocco,Neglected tropical diseases and malaria,103.0555502,0.000466863,0.290387995
Georgia,Skin and subcutaneous diseases,15.1845998,0.000300327,0.411359414
Georgia,Transport injuries,774.2515677,0.015312299,20.97491375
Kazakhstan,Neglected tropical diseases and malaria,16.42298311,0.000122035,0.091726299
Micronesia,Unintentional injuries,25.2801178,0.033787285,24.32504081
Sweden,Digestive diseases,3033.801149,0.032996882,30.20211261
Jordan,Mental disorders,0.109494872,3.98E-06,0.001028269
Jordan,Other infectious diseases,159.0606867,0.005782991,1.49374313
Jordan,Maternal and neonatal disorders,2075.112565,0.075371812,19.48743716
Cape Verde,Substance use disorders,26.31803941,0.008767373,4.821868095
Cape Verde,Diabetes and kidney diseases,148.0683862,0.04934482,27.12839723
Chad,Chronic respiratory diseases,2538.47152,0.017343569,16.67623999
Cyprus,Nutritional deficiencies,6.622348664,0.000855997,0.524487569
Austria,Musculoskeletal disorders,151.8023012,0.001865535,1.726374796
Austria,Other non-communicable diseases,1345.296007,0.016533082,15.29940653
Germany,Chronic respiratory diseases,46374.65282,0.048954254,55.67551228
Germany,Digestive diseases,44734.71609,0.04721833,53.70667128
Eq. Guinea,Cardiovascular diseases,708.656791,0.097412735,52.68702612
Cuba,Mental disorders,0.413729248,4.08E-06,0.003636647
Cuba,HIV/AIDS and sexually transmitted infections,387.217941,0.003824139,3.40361439
Cuba,Respiratory infections and tuberculosis,5726.709365,0.056458972,50.33731225
Cuba,Enteric infections,291.1260916,0.002870032,2.558974805
Cuba,Other infectious diseases,242.2644623,0.002388033,2.129485034
Cuba,Maternal and neonatal disorders,238.0301682,0.002349831,2.092265931
Kazakhstan,Nutritional deficiencies,87.95365287,0.000653491,0.491242242
Chile,Digestive diseases,7955.38881,0.070821627,44.39828395
Zambia,Mental disorders,0.15295449,1.29E-06,0.000880867
Morocco,Digestive diseases,5931.750222,0.026871072,16.71437445
Morocco,Neurological disorders,11009.53678,0.049891047,31.02246612
Chile,Neurological disorders,10274.38368,0.091500091,57.34037834
Chile,Mental disorders,0.070838817,6.30E-07,0.000395345
Zambia,Diabetes and kidney diseases,4218.209013,0.035657494,24.29271853
Cuba,Substance use disorders,780.28234,0.007688127,6.858618673
Cuba,Diabetes and kidney diseases,4110.685576,0.040517481,36.13259381
Morocco,Mental disorders,0.130521637,5.91E-07,0.000367781
Morocco,HIV/AIDS and sexually transmitted infections,792.4621231,0.003599217,2.232984897
Morocco,Respiratory infections and tuberculosis,10730.42784,0.048626424,30.23599819
Morocco,Enteric infections,1274.47227,0.005784035,3.591184043
Morocco,Other infectious diseases,1969.04454,0.008928955,5.54833675
Morocco,Maternal and neonatal disorders,6400.834043,0.029078663,18.03615003
Jordan,Substance use disorders,109.0933527,0.003963863,1.02449857
Jordan,Diabetes and kidney diseases,2797.581887,0.101681521,26.27216574
N. Mariana Is.,Neglected tropical diseases and malaria,0.038730476,0.000145925,0.086301402
N. Mariana Is.,Neurological disorders,13.31872539,0.050195365,29.67752551
N. Mariana Is.,Mental disorders,0.002136451,8.05E-06,0.004760559
Chile,HIV/AIDS and sexually transmitted infections,523.8399921,0.004673103,2.923502203
Chile,Respiratory infections and tuberculosis,5055.971496,0.045022859,28.21690598
Chile,Enteric infections,406.9940679,0.003624372,2.271395984
Chile,Other infectious diseases,392.1996792,0.003491977,2.188829878
Chile,Maternal and neonatal disorders,771.4013575,0.006876985,4.305119124
Chile,Substance use disorders,800.8212095,0.007126182,4.469308578
Chile,Diabetes and kidney diseases,7556.829755,0.067280676,42.17396298
Chad,Digestive diseases,4210.891525,0.028756059,27.66303938
Kazakhstan,Musculoskeletal disorders,37.09487247,0.000275623,0.207183758
Kazakhstan,Other non-communicable diseases,2002.889673,0.014881206,11.18661911
Germany,Neurological disorders,104202.0759,0.110004623,125.1007523
Germany,HIV/AIDS and sexually transmitted infections,496.3526263,0.000524829,0.595900671
Germany,Respiratory infections and tuberculosis,25735.22608,0.027168906,30.89666032
Germany,Enteric infections,3856.73831,0.004071782,4.630242343
Germany,Other infectious diseases,1561.576074,0.00164849,1.874764394
Germany,Maternal and neonatal disorders,1332.305013,0.001408588,1.599510931
Dominica,Chronic respiratory diseases,22.3894752,0.032548956,32.47999945
Dominica,Digestive diseases,23.32966324,0.033914446,33.84391292
Kyrgyzstan,Neglected tropical diseases and malaria,18.68346366,0.000552045,0.293369575
Uruguay,Chronic respiratory diseases,2064.783995,0.061618931,60.34677721
Kuwait,Digestive diseases,262.1616215,0.033900335,6.150852111
N. Mariana Is.,Enteric infections,0.617397564,0.00232626,1.375719629
N. Mariana Is.,Other infectious diseases,1.451638054,0.005467627,3.234620739
N. Mariana Is.,Maternal and neonatal disorders,1.551313522,0.005841469,3.456723167
N. Mariana Is.,Substance use disorders,1.67821096,0.006317809,3.739483103
N. Mariana Is.,Diabetes and kidney diseases,37.59320128,0.141606074,83.76726429
Chad,HIV/AIDS and sexually transmitted infections,5628.324725,0.038454311,36.97472794
Chad,Respiratory infections and tuberculosis,26090.51892,0.177894331,171.3991083
Chad,Enteric infections,26605.95102,0.181297725,174.785189
Dominica,HIV/AIDS and sexually transmitted infections,5.298603373,0.007707399,7.686586358
Dominica,Respiratory infections and tuberculosis,34.02055596,0.049458053,49.35299417
Dominica,Enteric infections,1.782518236,0.002590967,2.585866387
Dominica,Other infectious diseases,3.16989915,0.004607991,4.598514334
Dominica,Maternal and neonatal disorders,14.69376968,0.021354256,21.31598114
Germany,Substance use disorders,8521.429679,0.008992119,10.2304801
Germany,Diabetes and kidney diseases,45900.54844,0.04845582,55.10632195
Greece,Cardiovascular diseases,50895.15061,0.42322263,489.2673731
Kyrgyzstan,Neurological disorders,1149.560317,0.033909558,18.0505086
Kyrgyzstan,Mental disorders,0.577502017,1.70E-05,0.009067993
Dominican Rep.,Cardiovascular diseases,23982.74497,0.357690672,229.4615323
Kuwait,Neurological disorders,410.0070696,0.053029227,9.619611123
Kuwait,Mental disorders,0.656867223,8.50E-05,0.015411459
Kuwait,HIV/AIDS and sexually transmitted infections,6.828055254,0.000883506,0.160200253
Kuwait,Respiratory infections and tuberculosis,596.2293628,0.077107958,13.98877004
Kuwait,Enteric infections,8.848064468,0.001144287,0.207593834
Kyrgyzstan,Other infectious diseases,172.7756552,0.005096139,2.712940245
Kyrgyzstan,Maternal and neonatal disorders,1901.476107,0.056082411,29.85716391
Kyrgyzstan,Substance use disorders,513.8499086,0.015157301,8.06852155
Kyrgyzstan,Diabetes and kidney diseases,722.1781834,0.021302484,11.33971251
S. Sudan,Neglected tropical diseases and malaria,5676.124977,0.058343809,57.09807385
S. Sudan,Neurological disorders,1291.575522,0.013290674,12.99239796
S. Sudan,Mental disorders,0.019425372,2.00E-07,0.000195406
Dem. Rep. Congo,Enteric infections,41550.08761,0.064623535,51.36954539
Dem. Rep. Congo,Other infectious diseases,26341.83622,0.040982854,32.56715519
Dem. Rep. Congo,Maternal and neonatal disorders,64116.08268,0.099369725,79.26852165
Dem. Rep. Congo,Substance use disorders,1296.163764,0.002016873,1.602483825
Dem. Rep. Congo,Diabetes and kidney diseases,18892.61484,0.029415858,23.35747266
Ethiopia,Neoplasms,42795.41144,0.079711149,41.59581383
Ethiopia,Other non-communicable diseases,20183.76005,0.037578565,19.61798935
Samoa,Cardiovascular diseases,410.9522585,0.379197685,206.5934046
Mexico,Musculoskeletal disorders,2960.70003,0.004162236,2.3391851
Mexico,Other non-communicable diseases,21923.13525,0.030820599,17.3209953
Mexico,Skin and subcutaneous diseases,2242.24033,0.003152062,1.77154562
Yemen,Transport injuries,9801.358574,0.059437353,32.18925843
Estonia,Nutritional deficiencies,1.561231703,0.000102048,0.11876609
Greece,Digestive diseases,3579.384556,0.029764635,34.40948809
Greece,Neurological disorders,13441.44489,0.111773944,129.2158556
Greece,Mental disorders,1.558101327,1.30E-05,0.014978404
Cote d'Ivoire,Digestive diseases,6604.053192,0.035691912,26.45295149
Cote d'Ivoire,Neurological disorders,3167.200061,0.017127239,12.68641955
Cote d'Ivoire,Mental disorders,0.105193719,5.70E-07,0.00042136
Puerto Rico,Chronic respiratory diseases,1632.024388,0.04727733,44.51927875
Yemen,Unintentional injuries,5299.019461,0.032125798,17.40284325
Cote d'Ivoire,Cardiovascular diseases,25092.96452,0.135667846,100.5114516
Greece,Chronic respiratory diseases,6068.800571,0.050466577,58.3408454
Greece,Self-harm and interpersonal violence,648.6852679,0.005393854,6.235968127
Nicaragua,Neglected tropical diseases and malaria,14.75678759,0.000636674,0.23069845
Dominican Rep.,Chronic respiratory diseases,1705.234309,0.025433068,16.31529993
Dominican Rep.,Self-harm and interpersonal violence,3274.123585,0.048805505,31.32608113
Ethiopia,Skin and subcutaneous diseases,933.5232548,0.001738356,0.907355677
Ethiopia,Transport injuries,10265.76564,0.019119342,9.9780061
Ethiopia,Unintentional injuries,18084.10355,0.033675369,17.57718828
Estonia,Neoplasms,3460.935071,0.226236528,263.2804119
Estonia,Musculoskeletal disorders,22.92923649,0.001498367,1.744273933
Mongolia,Chronic respiratory diseases,345.9712282,0.016313507,10.64060132
Samoa,Chronic respiratory diseases,63.67147742,0.05876704,32.00884537
Samoa,Self-harm and interpersonal violence,23.42454911,0.02160517,11.77595999
Cote d'Ivoire,HIV/AIDS and sexually transmitted infections,19919.85302,0.107494617,79.79022733
Cote d'Ivoire,Respiratory infections and tuberculosis,25085.7269,0.13558224,100.4824609
Cote d'Ivoire,Enteric infections,13948.80526,0.075400427,55.87281901
Cote d'Ivoire,Other infectious diseases,6111.379728,0.03301275,24.47951686
Cote d'Ivoire,Maternal and neonatal disorders,22510.72073,0.121620627,90.16811134
Cote d'Ivoire,Substance use disorders,610.4897144,0.003298931,2.445355046
Cote d'Ivoire,Diabetes and kidney diseases,5663.521082,0.030615941,22.68559081
Timor-Leste,Diabetes and kidney diseases,333.0739959,0.046300441,25.87009872
Hungary,Neglected tropical diseases and malaria,2.711345649,2.22E-05,0.027873385
Hungary,Digestive diseases,5879.110645,0.048174252,60.43888708
Hungary,Neurological disorders,8305.846571,0.068063621,85.38640508
Hungary,Mental disorders,0.294546372,2.41E-06,0.003028018
Kuwait,Other infectious diseases,31.18627608,0.004032686,0.73169433
Kuwait,Maternal and neonatal disorders,179.9563908,0.023272349,4.222147926
Kuwait,Substance use disorders,35.35735011,0.004571754,0.829556326
Kuwait,Diabetes and kidney diseases,394.0729072,0.050969134,9.245762823
Lebanon,Cardiovascular diseases,14093.8794,0.419780159,165.5769891
Uruguay,Digestive diseases,1454.906619,0.043408211,42.52208746
Greece,HIV/AIDS and sexually transmitted infections,32.87739588,0.000273513,0.316058346
Greece,Respiratory infections and tuberculosis,4426.723616,0.036811786,42.5551631
Greece,Enteric infections,43.54558647,0.000362112,0.418614238
Greece,Other infectious diseases,205.2067714,0.001706302,1.972702248
Greece,Maternal and neonatal disorders,161.9381974,0.00134741,1.556750997
Greece,Substance use disorders,238.0490706,0.001979268,2.2884232
Greece,Diabetes and kidney diseases,4713.615283,0.039195384,45.31312197
Nicaragua,Mental disorders,0.132950983,5.73E-06,0.002078473
Eq. Guinea,Self-harm and interpersonal violence,111.2477123,0.015272565,8.27101525
Cote d'Ivoire,Chronic respiratory diseases,3654.795977,0.019759519,14.63951574
Cote d'Ivoire,Self-harm and interpersonal violence,4328.104022,0.023390599,17.33649358
Colombia,Neglected tropical diseases and malaria,469.8289134,0.002006596,0.92840267
Estonia,Other non-communicable diseases,101.9027248,0.006663217,7.751948769
Estonia,Skin and subcutaneous diseases,11.92333247,0.000779798,0.907032296
Estonia,Transport injuries,100.8016064,0.006588516,7.668184437
Morocco,Substance use disorders,793.5828986,0.003592473,2.236142998
Morocco,Diabetes and kidney diseases,12634.88764,0.05724268,35.60234926
Puerto Rico,Digestive diseases,1496.384983,0.043345202,40.81923079
Puerto Rico,Neurological disorders,3555.113489,0.102989982,96.97838435
Botswana,Chronic respiratory diseases,509.6385839,0.035796407,22.33451582
Kenya,Nutritional deficiencies,4490.64689,0.015544808,9.292254181
The Gambia,Cardiovascular diseases,2685.73574,0.196876657,125.9424957
The Gambia,Chronic respiratory diseases,402.420174,0.029502226,18.87073263
Latvia,Neglected tropical diseases and malaria,1.370307447,4.88E-05,0.070437348
Nicaragua,Diabetes and kidney diseases,3523.043208,0.151994095,55.07706881
Lebanon,Chronic respiratory diseases,1175.43288,0.035010511,13.80916011
Puerto Rico,HIV/AIDS and sexually transmitted infections,247.9464759,0.007186097,6.763623359
Puerto Rico,Respiratory infections and tuberculosis,1629.994107,0.04721808,44.4638956
Puerto Rico,Enteric infections,74.2481276,0.002150819,2.025382165
Puerto Rico,Other infectious diseases,113.2260537,0.003279885,3.088643945
Puerto Rico,Maternal and neonatal disorders,128.7028766,0.003730126,3.510829422
Kenya,Musculoskeletal disorders,445.7413419,0.001543098,0.922348594
Iceland,Cardiovascular diseases,738.2482063,0.334971616,218.7593034
The Gambia,Neoplasms,1090.383786,0.079924532,51.13148448
The Gambia,Digestive diseases,563.8558298,0.041318217,26.44095225
Iceland,Chronic respiratory diseases,113.9539737,0.051704055,33.76708767
Afghanistan,Neglected tropical diseases and malaria,1336.171774,0.005889994,4.066903872
Latvia,Nutritional deficiencies,7.227374405,0.000257544,0.371505745
Bolivia,Neurological disorders,3404.206193,0.051129799,29.49153386
Bolivia,Mental disorders,0.221431769,3.32E-06,0.001918322
Bolivia,Enteric infections,575.7329712,0.008659322,4.987726198
Bolivia,Other infectious diseases,526.6299455,0.007913687,4.562333768
Morocco,Nutritional deficiencies,109.578743,0.00049674,0.308768926
Papua New Guinea,Nutritional deficiencies,841.1056464,0.009919178,9.115156004
Papua New Guinea,Neoplasms,6191.378252,0.072948687,67.09665889
Panama,Digestive diseases,825.0837278,0.043473554,21.04223829
Sweden,Neurological disorders,11631.73162,0.126516175,115.7962737
Sweden,Mental disorders,0.928576711,1.01E-05,0.009244172
Sweden,HIV/AIDS and sexually transmitted infections,27.2582392,0.000296579,0.271361361
Sweden,Respiratory infections and tuberculosis,2988.105676,0.032501879,29.74720481
Montenegro,HIV/AIDS and sexually transmitted infections,1.717632771,0.000264389,0.274242946
Montenegro,Respiratory infections and tuberculosis,72.52602934,0.011153817,11.57974643
Montenegro,Enteric infections,1.098800879,0.00016904,0.175438193
Montenegro,Other infectious diseases,6.672220138,0.001025984,1.065308801
Montenegro,Maternal and neonatal disorders,16.9576308,0.002610825,2.707511586
Montenegro,Substance use disorders,28.7241932,0.004415671,4.586199972
eSwatini,Transport injuries,384.984033,0.037972887,34.2379811
eSwatini,Unintentional injuries,273.5432559,0.026991007,24.32716171
Kenya,Other non-communicable diseases,8804.96639,0.030480179,18.21964357
Kenya,Skin and subcutaneous diseases,535.6295289,0.001854108,1.108349387
Eq. Guinea,Chronic respiratory diseases,142.39301,0.01955056,10.58659753
S. Sudan,Substance use disorders,108.3155728,0.00111227,1.089583227
S. Sudan,Diabetes and kidney diseases,2701.835381,0.027762898,27.17868207
The Gambia,HIV/AIDS and sexually transmitted infections,1029.127468,0.075453733,48.25898539
The Gambia,Respiratory infections and tuberculosis,1840.976694,0.13486227,86.3291187
Belgium,Neglected tropical diseases and malaria,1.004371671,9.22E-06,0.008873003
Belgium,Neurological disorders,12749.70384,0.117090195,112.6357548
Belgium,Mental disorders,1.798224905,1.65E-05,0.015886206
Solomon Is.,Cardiovascular diseases,1263.515591,0.305872216,198.1653493
Solomon Is.,Unintentional injuries,253.9555798,0.061407528,39.82950153
Cyprus,Musculoskeletal disorders,26.4583927,0.003420228,2.095494934
Cyprus,Other non-communicable diseases,176.410406,0.022803816,13.97163903
Lebanon,HIV/AIDS and sexually transmitted infections,115.166197,0.003428649,1.352989593
Lebanon,Respiratory infections and tuberculosis,775.1896103,0.023082836,9.107042713
Puerto Rico,Substance use disorders,270.7535262,0.007842368,7.385766898
Puerto Rico,Diabetes and kidney diseases,4602.742038,0.133327429,125.5561849
U.S. Virgin Is.,Cardiovascular diseases,474.3963167,0.377399486,452.0111466
U.S. Virgin Is.,Chronic respiratory diseases,31.94434258,0.02541169,30.43699625
Iceland,Unintentional injuries,57.86987151,0.026258113,17.14812534
Iceland,Self-harm and interpersonal violence,42.39574896,0.019235075,12.56279992
The Gambia,Transport injuries,304.0445284,0.022273761,14.25759287
The Gambia,Unintentional injuries,477.6342681,0.034991573,22.39775525
American Samoa,Nutritional deficiencies,1.572362092,0.004796493,2.826425063
eSwatini,Self-harm and interpersonal violence,471.9187207,0.046534231,41.96938796
Zimbabwe,Nutritional deficiencies,3157.591804,0.026843958,21.46013676
Montenegro,Diabetes and kidney diseases,288.8678547,0.044424309,46.12159994
Poland,Chronic respiratory diseases,11826.39903,0.02998952,30.80348063
Vietnam,Digestive diseases,29614.26311,0.04881872,30.80303471
Vietnam,Neurological disorders,34878.37797,0.05756315,36.27846094
Uruguay,HIV/AIDS and sexually transmitted infections,196.9623212,0.005887644,5.756554364
Uruguay,Respiratory infections and tuberculosis,1533.464937,0.045761864,44.81808614
Uruguay,Enteric infections,150.5395302,0.004492759,4.399770395
Uruguay,Other infectious diseases,87.62528427,0.002614943,2.560995979
Uruguay,Maternal and neonatal disorders,175.6157253,0.005249034,5.132664276
Botswana,Digestive diseases,437.8330761,0.030748662,19.18769511
Palestine,Chronic respiratory diseases,411.4209641,0.028479502,8.479240906
Palestine,Digestive diseases,371.4858203,0.02571459,7.656191683
Gabon,Neoplasms,1240.321192,0.111379962,72.84352872
Colombia,Nutritional deficiencies,1153.113293,0.00492487,2.278602761
Papua New Guinea,Musculoskeletal disorders,136.2180541,0.001602767,1.476210294
Papua New Guinea,Other non-communicable diseases,2618.610036,0.030864381,28.37816996
Papua New Guinea,Skin and subcutaneous diseases,179.5298803,0.002115673,1.945585401
Papua New Guinea,Transport injuries,3160.77447,0.037201194,34.2536666
Morocco,Musculoskeletal disorders,228.5374124,0.001034379,0.643968431
Morocco,Other non-communicable diseases,5506.400825,0.0250183,15.5158329
Morocco,Skin and subcutaneous diseases,125.3658337,0.000569103,0.353253493
Hungary,HIV/AIDS and sexually transmitted infections,52.35574861,0.000429154,0.538231608
Hungary,Respiratory infections and tuberculosis,1089.982642,0.008931913,11.2053237
Hungary,Enteric infections,255.7475683,0.002095745,2.629155893
Hungary,Other infectious diseases,117.516159,0.000962961,1.208098689
Hungary,Maternal and neonatal disorders,193.501643,0.001586204,1.989250528
Hungary,Substance use disorders,570.4812224,0.004674464,5.8647051
Belgium,Substance use disorders,791.3858843,0.007266708,6.991405256
Belgium,Diabetes and kidney diseases,3533.382469,0.032449478,31.21525069
Bolivia,Maternal and neonatal disorders,3289.337543,0.049509964,28.49639652
Bolivia,Substance use disorders,452.7085371,0.00678649,3.921933159
Bolivia,Diabetes and kidney diseases,6071.070435,0.09110462,52.5952804
Sweden,Enteric infections,627.3916794,0.00682387,6.245812834
Sweden,Other infectious diseases,237.2156572,0.002579615,2.361530515
Sweden,Maternal and neonatal disorders,138.4760318,0.001506676,1.378557295
Sweden,Substance use disorders,773.3208501,0.008410963,7.698567655
Sweden,Diabetes and kidney diseases,3183.802244,0.03462924,31.69540427
Eq. Guinea,Digestive diseases,264.8981154,0.036342866,19.69457445
Eq. Guinea,Neurological disorders,152.163411,0.02098219,11.3130047
Zimbabwe,Neoplasms,11439.82273,0.09723169,77.74917581
Zimbabwe,Other non-communicable diseases,2668.015781,0.02267582,18.13280091
Poland,Digestive diseases,16842.77596,0.042708143,43.86932334
American Samoa,Neoplasms,58.8212525,0.179346115,105.7350995
American Samoa,Musculoskeletal disorders,0.765536428,0.002335769,1.376102462
American Samoa,Other non-communicable diseases,12.33269016,0.037615451,22.16882787
American Samoa,Skin and subcutaneous diseases,7.088145187,0.021620467,12.74141071
Denmark,Neglected tropical diseases and malaria,0.524003868,9.67E-06,0.009141285
Denmark,Neurological disorders,5489.89759,0.101264681,95.77165389
Denmark,Mental disorders,0.573392891,1.06E-05,0.01000288
Botswana,HIV/AIDS and sexually transmitted infections,4119.706572,0.287972469,180.5429465
Botswana,Respiratory infections and tuberculosis,1215.257227,0.08534125,53.25770581
Botswana,Enteric infections,583.4539737,0.040979859,25.56941805
Botswana,Other infectious diseases,137.2435181,0.009637877,6.014590776
Botswana,Maternal and neonatal disorders,476.1531158,0.033439815,20.86704114
Colombia,Musculoskeletal disorders,964.0907095,0.004115046,1.905085794
Colombia,Other non-communicable diseases,5828.292575,0.024895719,11.51696337
Vietnam,Mental disorders,0.225137035,3.71E-07,0.000234174
Vietnam,HIV/AIDS and sexually transmitted infections,11564.32203,0.019114297,12.02853543
Vietnam,Respiratory infections and tuberculosis,35764.98758,0.058994422,37.20066071
Vietnam,Enteric infections,3585.852511,0.005915023,3.729795302
Vietnam,Other infectious diseases,4144.95319,0.006838731,4.311339321
Vietnam,Maternal and neonatal disorders,6044.962006,0.009984717,6.287618025
Afghanistan,Neurological disorders,4393.827982,0.019413932,13.37348713
Afghanistan,Mental disorders,0.033013544,1.46E-07,0.000100483
Latvia,Musculoskeletal disorders,31.03545187,0.001105715,1.595302531
Latvia,Other non-communicable diseases,251.9632993,0.008983035,12.95156555
Iceland,Digestive diseases,64.74857391,0.029378032,19.1864373
Palestine,HIV/AIDS and sexually transmitted infections,18.58443301,0.001286503,0.383018607
Palestine,Respiratory infections and tuberculosis,555.4403869,0.038448173,11.44743039
Palestine,Enteric infections,90.31430563,0.006248921,1.861345973
Samoa,Neglected tropical diseases and malaria,0.499910539,0.000460864,0.2513144
